time,purpose,probability
2805,EDUCATION,0.2222148834901988
2820,EDUCATION,0.2500000000000001
2835,EDUCATION,0.27885565489049957
2850,EDUCATION,0.30865828381745475
2865,EDUCATION,0.339280267348419
2880,EDUCATION,0.37059047744873874
2895,EDUCATION,0.402454838991936
2910,EDUCATION,0.43473690388997366
2925,EDUCATION,0.46729843538492893
2940,EDUCATION,0.4999999999999998
2955,EDUCATION,0.5327015646150715
2970,EDUCATION,0.565263096110026
2985,EDUCATION,0.5975451610080635
3000,EDUCATION,0.62940952255126
3015,EDUCATION,0.6607197326515806
3030,EDUCATION,0.691341716182544
3045,EDUCATION,0.7211443451095
3060,EDUCATION,0.7499999999999996
3075,EDUCATION,0.7777851165098015
3090,EDUCATION,0.8043807145043602
3105,EDUCATION,0.8296729075500338
3120,EDUCATION,0.853553390593274
3135,EDUCATION,0.8759199037394884
3150,EDUCATION,0.8966766701456175
3165,EDUCATION,0.9157348061512726
3180,EDUCATION,0.9330127018922199
3195,EDUCATION,0.9484363707663439
3210,EDUCATION,0.9619397662556433
3225,EDUCATION,0.9734650647475525
3240,EDUCATION,0.9829629131445341
3255,EDUCATION,0.9903926402016152
3270,EDUCATION,0.995722430686905
3285,EDUCATION,0.9989294616193017
3300,EDUCATION,1
3315,EDUCATION,0.9989294616193017
3330,EDUCATION,0.9957224306869052
3345,EDUCATION,0.9903926402016152
3360,EDUCATION,0.9829629131445343
3375,EDUCATION,0.9734650647475531
3390,EDUCATION,0.9619397662556434
3405,EDUCATION,0.9484363707663441
3420,EDUCATION,0.9330127018922192
3435,EDUCATION,0.9157348061512733
3450,EDUCATION,0.8966766701456177
3465,EDUCATION,0.8759199037394887
3480,EDUCATION,0.8535533905932743
3495,EDUCATION,0.8296729075500349
3510,EDUCATION,0.8043807145043599
3525,EDUCATION,0.777785116509802
3540,EDUCATION,0.7500000000000007
3555,EDUCATION,0.7211443451095004
3570,EDUCATION,0.6913417161825446
3585,EDUCATION,0.660719732651581
3600,EDUCATION,0.6294095225512614
3615,EDUCATION,0.5975451610080641
3630,EDUCATION,0.5652630961100265
3645,EDUCATION,0.532701564615072
3660,EDUCATION,0.5000000000000002
3675,EDUCATION,0.46729843538492766
3690,EDUCATION,0.434736903889975
3705,EDUCATION,0.40245483899193646
3720,EDUCATION,0.3705904774487392
3735,EDUCATION,0.33928026734841943
3750,EDUCATION,0.3086582838174552
3765,EDUCATION,0.27885565489050085
3780,EDUCATION,0.2500000000000005
3795,EDUCATION,0.22221488349019924
3810,EDUCATION,0.19561928549563984
3825,EDUCATION,0.1703270924499649
3840,EDUCATION,0.1464466094067261
3855,EDUCATION,0.12408009626051164
3870,EDUCATION,0.1033233298543832
3885,EDUCATION,0.0842651938487275
3900,EDUCATION,0.0669872981077807
3915,EDUCATION,0.05156362923365576
3930,EDUCATION,0.038060233744357186
3945,EDUCATION,0.026534935252447267
3960,EDUCATION,0.0170370868554659
3975,EDUCATION,0.009607359798384951
3990,EDUCATION,0.004277569313094753
4005,EDUCATION,0.001070538380698205
4020,EDUCATION,0
4035,EDUCATION,0.001070538380698205
4050,EDUCATION,0.004277569313094809
4065,EDUCATION,0.00960735979838484
4080,EDUCATION,0.017037086855465733
4095,EDUCATION,0.02653493525244649
4110,EDUCATION,0.03806023374435624
4125,EDUCATION,0.05156362923365587
4140,EDUCATION,0.06698729810778037
4155,EDUCATION,0.08426519384872766
4170,EDUCATION,0.10332332985438225
4185,EDUCATION,0.1240800962605107
4200,EDUCATION,0.14644660940672505
4215,EDUCATION,0.17032709244996513
4230,EDUCATION,0.19561928549564006
4245,EDUCATION,0.2222148834901987
4260,EDUCATION,0.24999999999999922
4275,EDUCATION,0.27885565489049946
4290,EDUCATION,0.30865828381745464
4305,EDUCATION,0.339280267348418
4320,EDUCATION,0.3705904774487394
4335,EDUCATION,0.40245483899193674
4350,EDUCATION,0.43473690388997266
4365,EDUCATION,0.46729843538492793
4380,EDUCATION,0.5000000000000006
4395,EDUCATION,0.5327015646150713
4410,EDUCATION,0.5652630961100249
4425,EDUCATION,0.5975451610080643
4440,EDUCATION,0.6294095225512599
4455,EDUCATION,0.6607197326515797
4470,EDUCATION,0.6913417161825448
4485,EDUCATION,0.7211443451095014
4500,EDUCATION,0.7500000000000002
4515,EDUCATION,0.7777851165098008
4530,EDUCATION,0.8043807145043593
4545,EDUCATION,0.8296729075500344
4560,EDUCATION,0.8535533905932732
4575,EDUCATION,0.8759199037394889
4590,EDUCATION,0.8966766701456184
4605,EDUCATION,0.915734806151272
4620,EDUCATION,0.9330127018922193
4635,EDUCATION,0.9484363707663438
4650,EDUCATION,0.9619397662556435
4665,EDUCATION,0.9734650647475527
4680,EDUCATION,0.9829629131445339
4695,EDUCATION,0.9903926402016149
4710,EDUCATION,0.9957224306869051
4725,EDUCATION,0.9989294616193019
4740,EDUCATION,1
4755,EDUCATION,0.9989294616193016
4770,EDUCATION,0.9957224306869052
4785,EDUCATION,0.9903926402016154
4800,EDUCATION,0.9829629131445345
4815,EDUCATION,0.9734650647475529
4830,EDUCATION,0.961939766255643
4845,EDUCATION,0.9484363707663449
4860,EDUCATION,0.9330127018922196
4875,EDUCATION,0.9157348061512725
4890,EDUCATION,0.8966766701456177
4905,EDUCATION,0.8759199037394894
4920,EDUCATION,0.8535533905932737
4935,EDUCATION,0.8296729075500349
4950,EDUCATION,0.8043807145043613
4965,EDUCATION,0.7777851165098013
4980,EDUCATION,0.7499999999999993
4995,EDUCATION,0.7211443451095005
5010,EDUCATION,0.6913417161825455
5025,EDUCATION,0.6607197326515803
5040,EDUCATION,0.6294095225512606
5055,EDUCATION,0.5975451610080651
5070,EDUCATION,0.5652630961100257
5085,EDUCATION,0.5327015646150703
5100,EDUCATION,0.5000000000000013
5115,EDUCATION,0.46729843538492866
5130,EDUCATION,0.4347369038899751
5145,EDUCATION,0.4024548389919357
5160,EDUCATION,0.3705904774487402
5175,EDUCATION,0.33928026734842043
5190,EDUCATION,0.3086582838174553
5205,EDUCATION,0.2788556548905001
5220,EDUCATION,0.24999999999999983
5235,EDUCATION,0.2222148834901993
5250,EDUCATION,0.19561928549563923
5265,EDUCATION,0.1703270924499657
5280,EDUCATION,0.14644660940672682
5295,EDUCATION,0.12408009626051114
5310,EDUCATION,0.1033233298543827
5325,EDUCATION,0.08426519384872705
5340,EDUCATION,0.06698729810778165
5355,EDUCATION,0.051563629233656205
5370,EDUCATION,0.03806023374435652
5385,EDUCATION,0.026534935252447323
5400,EDUCATION,0.017037086855466177
5415,EDUCATION,0.009607359798384785
5430,EDUCATION,0.004277569313094642
5445,EDUCATION,0.0010705383806983715
5460,EDUCATION,0
5475,EDUCATION,0.0010705383806981494
5490,EDUCATION,0.004277569313094809
5505,EDUCATION,0.009607359798384618
5520,EDUCATION,0.017037086855465955
5535,EDUCATION,0.0265349352524476
5550,EDUCATION,0.03806023374435619
5565,EDUCATION,0.05156362923365504
5580,EDUCATION,0.06698729810778031
5595,EDUCATION,0.08426519384872755
5610,EDUCATION,0.1033233298543822
5625,EDUCATION,0.12408009626051175
5640,EDUCATION,0.146446609406725
5655,EDUCATION,0.17032709244996502
5670,EDUCATION,0.19561928549563856
5685,EDUCATION,0.22221488349019863
5700,EDUCATION,0.2499999999999991
5715,EDUCATION,0.27885565489049935
5730,EDUCATION,0.30865828381745614
5745,EDUCATION,0.3392802673484179
5760,EDUCATION,0.3705904774487393
5775,EDUCATION,0.4024548389919349
5790,EDUCATION,0.4347369038899725
5805,EDUCATION,0.4672984353849278
5820,EDUCATION,0.5000000000000004
5835,EDUCATION,0.532701564615073
5850,EDUCATION,0.5652630961100248
5865,EDUCATION,0.5975451610080642
5880,EDUCATION,0.6294095225512598
5895,EDUCATION,0.6607197326515796
5910,EDUCATION,0.6913417161825447
5925,EDUCATION,0.7211443451095014
5940,EDUCATION,0.7500000000000017
5955,EDUCATION,0.7777851165098006
5970,EDUCATION,0.8043807145043593
5985,EDUCATION,0.8296729075500342
6000,EDUCATION,0.8535533905932731
6015,EDUCATION,0.8759199037394888
6030,EDUCATION,0.8966766701456161
6045,EDUCATION,0.9157348061512719
6060,EDUCATION,0.9330127018922192
6075,EDUCATION,0.9484363707663437
6090,EDUCATION,0.9619397662556435
6105,EDUCATION,0.9734650647475527
6120,EDUCATION,0.9829629131445334
6135,EDUCATION,0.9903926402016148
6150,EDUCATION,0.995722430686905
6165,EDUCATION,0.9989294616193019
6180,EDUCATION,1
6195,EDUCATION,0.9989294616193017
6210,EDUCATION,0.9957224306869052
6225,EDUCATION,0.9903926402016157
6240,EDUCATION,0.9829629131445345
6255,EDUCATION,0.9734650647475529
6270,EDUCATION,0.9619397662556431
6285,EDUCATION,0.9484363707663441
6300,EDUCATION,0.9330127018922197
6315,EDUCATION,0.9157348061512725
6330,EDUCATION,0.8966766701456189
6345,EDUCATION,0.8759199037394895
6360,EDUCATION,0.8535533905932737
6375,EDUCATION,0.8296729075500351
6390,EDUCATION,0.80438071450436
6405,EDUCATION,0.7777851165098014
6420,EDUCATION,0.7499999999999994
6435,EDUCATION,0.7211443451095023
6450,EDUCATION,0.6913417161825473
6465,EDUCATION,0.6607197326515821
6480,EDUCATION,0.6294095225512607
6495,EDUCATION,0.5975451610080634
6510,EDUCATION,0.5652630961100258
6525,EDUCATION,0.5327015646150705
6540,EDUCATION,0.5000000000000014
6555,EDUCATION,0.4672984353849306
6570,EDUCATION,0.4347369038899752
6585,EDUCATION,0.40245483899193585
6600,EDUCATION,0.3705904774487385
6615,EDUCATION,0.3392802673484189
6630,EDUCATION,0.308658283817457
6645,EDUCATION,0.27885565489050024
6660,EDUCATION,0.2500000000000015
6675,EDUCATION,0.2222148834901994
6690,EDUCATION,0.19561928549563934
6705,EDUCATION,0.1703270924499658
6720,EDUCATION,0.14644660940672566
6735,EDUCATION,0.12408009626051242
6750,EDUCATION,0.1033233298543828
6765,EDUCATION,0.0842651938487281
6780,EDUCATION,0.0669872981077817
6795,EDUCATION,0.051563629233655484
6810,EDUCATION,0.038060233744356575
6825,EDUCATION,0.026534935252446767
6840,EDUCATION,0.017037086855466177
6855,EDUCATION,0.00960735979838484
6870,EDUCATION,0.00427756931309492
6885,EDUCATION,0.0010705383806983715
6900,EDUCATION,0
6915,EDUCATION,0.0010705383806982605
6930,EDUCATION,0.0042775693130949755
6945,EDUCATION,0.009607359798384618
6960,EDUCATION,0.017037086855465455
6975,EDUCATION,0.02653493525244699
6990,EDUCATION,0.03806023374435613
7005,EDUCATION,0.05156362923365576
7020,EDUCATION,0.06698729810778115
7035,EDUCATION,0.0842651938487265
7050,EDUCATION,0.10332332985438214
7065,EDUCATION,0.12408009626051053
7080,EDUCATION,0.14644660940672616
7095,EDUCATION,0.17032709244996497
7110,EDUCATION,0.19561928549563706
7125,EDUCATION,0.22221488349019997
7140,EDUCATION,0.249999999999999
7155,EDUCATION,0.27885565489049924
7170,EDUCATION,0.3086582838174544
7185,EDUCATION,0.3392802673484195
7200,EDUCATION,0.3705904774487392
7215,EDUCATION,0.402454838991933
7230,EDUCATION,0.4347369038899759
7245,EDUCATION,0.4672984353849277
7260,EDUCATION,0.5000000000000003
7275,EDUCATION,0.5327015646150711
7290,EDUCATION,0.5652630961100247
7305,EDUCATION,0.5975451610080641
7320,EDUCATION,0.6294095225512579
7335,EDUCATION,0.6607197326515795
7350,EDUCATION,0.6913417161825446
7365,EDUCATION,0.7211443451094997
7380,EDUCATION,0.75
7395,EDUCATION,0.7777851165098005
7410,EDUCATION,0.8043807145043607
7425,EDUCATION,0.8296729075500329
7440,EDUCATION,0.8535533905932717
7455,EDUCATION,0.8759199037394887
7470,EDUCATION,0.8966766701456172
7485,EDUCATION,0.9157348061512729
7500,EDUCATION,0.9330127018922192
7515,EDUCATION,0.9484363707663446
7530,EDUCATION,0.9619397662556427
7545,EDUCATION,0.973465064747552
7560,EDUCATION,0.9829629131445343
7575,EDUCATION,0.9903926402016152
7590,EDUCATION,0.9957224306869052
7605,EDUCATION,0.9989294616193017
7620,EDUCATION,1
7635,EDUCATION,0.9989294616193019
7650,EDUCATION,0.9957224306869055
7665,EDUCATION,0.990392640201615
7680,EDUCATION,0.9829629131445341
7695,EDUCATION,0.973465064747553
7710,EDUCATION,0.9619397662556433
7725,EDUCATION,0.948436370766345
7740,EDUCATION,0.9330127018922199
7755,EDUCATION,0.9157348061512736
7770,EDUCATION,0.8966766701456201
7785,EDUCATION,0.8759199037394884
7800,EDUCATION,0.8535533905932752
7815,EDUCATION,0.8296729075500351
7830,EDUCATION,0.8043807145043602
7845,EDUCATION,0.7777851165098001
7860,EDUCATION,0.7500000000000011
7875,EDUCATION,0.721144345109504
7890,EDUCATION,0.691341716182544
7905,EDUCATION,0.6607197326515822
7920,EDUCATION,0.6294095225512608
7935,EDUCATION,0.5975451610080635
7950,EDUCATION,0.5652630961100277
7965,EDUCATION,0.5327015646150723
7980,EDUCATION,0.5000000000000033
7995,EDUCATION,0.46729843538492716
8010,EDUCATION,0.4347369038899753
8025,EDUCATION,0.40245483899193596
8040,EDUCATION,0.37059047744873863
8055,EDUCATION,0.33928026734842065
8070,EDUCATION,0.3086582838174555
8085,EDUCATION,0.27885565489050196
8100,EDUCATION,0.25000000000000155
8115,EDUCATION,0.22221488349019952
8130,EDUCATION,0.19561928549563945
8145,EDUCATION,0.17032709244996452
8160,EDUCATION,0.146446609406727
8175,EDUCATION,0.12408009626051131
8190,EDUCATION,0.10332332985438397
8205,EDUCATION,0.08426519384872816
8220,EDUCATION,0.06698729810778087
8235,EDUCATION,0.05156362923365554
8250,EDUCATION,0.038060233744355965
8265,EDUCATION,0.026534935252447378
8280,EDUCATION,0.017037086855466677
8295,EDUCATION,0.009607359798385173
8310,EDUCATION,0.00427756931309492
8325,EDUCATION,0.0010705383806982605
8340,EDUCATION,0
8355,EDUCATION,0.0010705383806981494
8370,EDUCATION,0.004277569313094753
8385,EDUCATION,0.00960735979838423
8400,EDUCATION,0.0170370868554654
8415,EDUCATION,0.026534935252446934
8430,EDUCATION,0.0380602337443568
8445,EDUCATION,0.05156362923365654
8460,EDUCATION,0.0669872981077802
8475,EDUCATION,0.08426519384872744
8490,EDUCATION,0.10332332985438097
8505,EDUCATION,0.12408009626051042
8520,EDUCATION,0.14644660940672605
8535,EDUCATION,0.17032709244996352
8550,EDUCATION,0.19561928549564117
8565,EDUCATION,0.2222148834901984
8580,EDUCATION,0.25000000000000044
8595,EDUCATION,0.2788556548904976
8610,EDUCATION,0.3086582838174543
8625,EDUCATION,0.3392802673484193
8640,EDUCATION,0.3705904774487374
8655,EDUCATION,0.4024548389919381
8670,EDUCATION,0.434736903889974
8685,EDUCATION,0.4672984353849258
8700,EDUCATION,0.4999999999999984
8715,EDUCATION,0.532701564615071
8730,EDUCATION,0.5652630961100263
8745,EDUCATION,0.5975451610080622
8760,EDUCATION,0.629409522551263
8775,EDUCATION,0.660719732651581
8790,EDUCATION,0.6913417161825428
8805,EDUCATION,0.7211443451094995
8820,EDUCATION,0.7499999999999999
8835,EDUCATION,0.777785116509802
8850,EDUCATION,0.8043807145043591
8865,EDUCATION,0.8296729075500341
8880,EDUCATION,0.8535533905932742
8895,EDUCATION,0.8759199037394875
8910,EDUCATION,0.896676670145617
8925,EDUCATION,0.9157348061512728
8940,EDUCATION,0.9330127018922183
8955,EDUCATION,0.9484363707663437
8970,EDUCATION,0.9619397662556419
8985,EDUCATION,0.9734650647475531
9000,EDUCATION,0.9829629131445338
9015,EDUCATION,0.9903926402016152
9030,EDUCATION,0.9957224306869052
9045,EDUCATION,0.9989294616193016
9060,EDUCATION,1
9075,EDUCATION,0.998929461619302
9090,EDUCATION,0.995722430686905
9105,EDUCATION,0.9903926402016154
9120,EDUCATION,0.9829629131445341
9135,EDUCATION,0.9734650647475525
9150,EDUCATION,0.9619397662556439
9165,EDUCATION,0.9484363707663443
9180,EDUCATION,0.9330127018922207
9195,EDUCATION,0.9157348061512736
9210,EDUCATION,0.8966766701456179
9225,EDUCATION,0.8759199037394885
9240,EDUCATION,0.8535533905932727
9255,EDUCATION,0.8296729075500352
9270,EDUCATION,0.8043807145043631
9285,EDUCATION,0.7777851165098031
9300,EDUCATION,0.7500000000000011
9315,EDUCATION,0.7211443451095009
9330,EDUCATION,0.6913417161825441
9345,EDUCATION,0.6607197326515823
9360,EDUCATION,0.629409522551261
9375,EDUCATION,0.5975451610080672
9390,EDUCATION,0.5652630961100278
9405,EDUCATION,0.5327015646150725
9420,EDUCATION,0.4999999999999999
9435,EDUCATION,0.46729843538492727
9450,EDUCATION,0.4347369038899755
9465,EDUCATION,0.40245483899193607
9480,EDUCATION,0.3705904774487422
9495,EDUCATION,0.33928026734842076
9510,EDUCATION,0.30865828381745564
9525,EDUCATION,0.2788556548904989
9540,EDUCATION,0.2499999999999986
9555,EDUCATION,0.22221488349019963
9570,EDUCATION,0.19561928549563956
9585,EDUCATION,0.1703270924499673
9600,EDUCATION,0.1464466094067271
9615,EDUCATION,0.12408009626051142
9630,EDUCATION,0.10332332985438186
9645,EDUCATION,0.08426519384872627
9660,EDUCATION,0.06698729810778092
9675,EDUCATION,0.05156362923365715
9690,EDUCATION,0.03806023374435735
9705,EDUCATION,0.026534935252447434
9720,EDUCATION,0.01703708685546579
9735,EDUCATION,0.009607359798384507
9750,EDUCATION,0.004277569313094476
9765,EDUCATION,0.0010705383806982605
9780,EDUCATION,0
9795,EDUCATION,0.0010705383806981494
9810,EDUCATION,0.004277569313094753
9825,EDUCATION,0.009607359798384896
9840,EDUCATION,0.0170370868554654
9855,EDUCATION,0.026534935252446934
9870,EDUCATION,0.03806023374435674
9885,EDUCATION,0.05156362923365487
9900,EDUCATION,0.06698729810778015
9915,EDUCATION,0.08426519384872738
9930,EDUCATION,0.10332332985438086
9945,EDUCATION,0.12408009626051036
9960,EDUCATION,0.146446609406726
9975,EDUCATION,0.17032709244996608
9990,EDUCATION,0.19561928549563828
10005,EDUCATION,0.2222148834901983
10020,EDUCATION,0.25000000000000033
10035,EDUCATION,0.27885565489049746
10050,EDUCATION,0.3086582838174542
10065,EDUCATION,0.3392802673484192
10080,EDUCATION,0.3705904774487407
0,ACCOMPANY,0
15,ACCOMPANY,0.0010705383806982605
30,ACCOMPANY,0.004277569313094753
45,ACCOMPANY,0.009607359798384785
60,ACCOMPANY,0.0170370868554659
75,ACCOMPANY,0.02653493525244721
90,ACCOMPANY,0.03806023374435663
105,ACCOMPANY,0.05156362923365593
120,ACCOMPANY,0.06698729810778065
135,ACCOMPANY,0.0842651938487275
150,ACCOMPANY,0.10332332985438236
165,ACCOMPANY,0.12408009626051136
180,ACCOMPANY,0.14644660940672627
195,ACCOMPANY,0.17032709244996558
210,ACCOMPANY,0.19561928549563967
225,ACCOMPANY,0.22221488349019886
240,ACCOMPANY,0.2500000000000001
255,ACCOMPANY,0.27885565489049946
270,ACCOMPANY,0.30865828381745525
285,ACCOMPANY,0.3392802673484192
300,ACCOMPANY,0.3705904774487397
315,ACCOMPANY,0.4024548389919359
330,ACCOMPANY,0.4347369038899743
345,ACCOMPANY,0.46729843538492843
360,ACCOMPANY,0.5
375,ACCOMPANY,0.5327015646150715
390,ACCOMPANY,0.5652630961100259
405,ACCOMPANY,0.5975451610080642
420,ACCOMPANY,0.6294095225512604
435,ACCOMPANY,0.6607197326515808
450,ACCOMPANY,0.6913417161825449
465,ACCOMPANY,0.7211443451095007
480,ACCOMPANY,0.75
495,ACCOMPANY,0.7777851165098012
510,ACCOMPANY,0.8043807145043603
525,ACCOMPANY,0.8296729075500344
540,ACCOMPANY,0.8535533905932737
555,ACCOMPANY,0.8759199037394887
570,ACCOMPANY,0.8966766701456176
585,ACCOMPANY,0.9157348061512727
600,ACCOMPANY,0.9330127018922194
615,ACCOMPANY,0.9484363707663441
630,ACCOMPANY,0.9619397662556434
645,ACCOMPANY,0.9734650647475529
660,ACCOMPANY,0.9829629131445341
675,ACCOMPANY,0.9903926402016152
690,ACCOMPANY,0.9957224306869052
705,ACCOMPANY,0.9989294616193017
720,ACCOMPANY,1
735,ACCOMPANY,0.9989294616193017
750,ACCOMPANY,0.9957224306869052
765,ACCOMPANY,0.9903926402016152
780,ACCOMPANY,0.9829629131445341
795,ACCOMPANY,0.9734650647475529
810,ACCOMPANY,0.9619397662556434
825,ACCOMPANY,0.9484363707663441
840,ACCOMPANY,0.9330127018922194
855,ACCOMPANY,0.9157348061512727
870,ACCOMPANY,0.8966766701456176
885,ACCOMPANY,0.8759199037394887
900,ACCOMPANY,0.8535533905932737
915,ACCOMPANY,0.8296729075500344
930,ACCOMPANY,0.8043807145043603
945,ACCOMPANY,0.7777851165098012
960,ACCOMPANY,0.75
975,ACCOMPANY,0.7211443451095007
990,ACCOMPANY,0.6913417161825449
1005,ACCOMPANY,0.6607197326515808
1020,ACCOMPANY,0.6294095225512604
1035,ACCOMPANY,0.5975451610080642
1050,ACCOMPANY,0.5652630961100259
1065,ACCOMPANY,0.5327015646150715
1080,ACCOMPANY,0.5
1095,ACCOMPANY,0.46729843538492843
1110,ACCOMPANY,0.4347369038899743
1125,ACCOMPANY,0.4024548389919359
1140,ACCOMPANY,0.3705904774487397
1155,ACCOMPANY,0.3392802673484192
1170,ACCOMPANY,0.30865828381745525
1185,ACCOMPANY,0.27885565489049946
1200,ACCOMPANY,0.2500000000000001
1215,ACCOMPANY,0.22221488349019886
1230,ACCOMPANY,0.19561928549563967
1245,ACCOMPANY,0.17032709244996558
1260,ACCOMPANY,0.14644660940672627
1275,ACCOMPANY,0.12408009626051136
1290,ACCOMPANY,0.10332332985438236
1305,ACCOMPANY,0.0842651938487275
1320,ACCOMPANY,0.06698729810778065
1335,ACCOMPANY,0.05156362923365593
1350,ACCOMPANY,0.03806023374435663
1365,ACCOMPANY,0.02653493525244721
1380,ACCOMPANY,0.0170370868554659
1395,ACCOMPANY,0.009607359798384785
1410,ACCOMPANY,0.004277569313094753
1425,ACCOMPANY,0.0010705383806982605
1440,ACCOMPANY,0
1455,ACCOMPANY,0.0010705383806982605
1470,ACCOMPANY,0.004277569313094809
1485,ACCOMPANY,0.00960735979838473
1500,ACCOMPANY,0.01703708685546579
1515,ACCOMPANY,0.0265349352524471
1530,ACCOMPANY,0.038060233744356575
1545,ACCOMPANY,0.05156362923365587
1560,ACCOMPANY,0.06698729810778059
1575,ACCOMPANY,0.08426519384872738
1590,ACCOMPANY,0.10332332985438242
1605,ACCOMPANY,0.12408009626051125
1620,ACCOMPANY,0.14644660940672605
1635,ACCOMPANY,0.17032709244996547
1650,ACCOMPANY,0.19561928549563956
1665,ACCOMPANY,0.22221488349019852
1680,ACCOMPANY,0.24999999999999978
1695,ACCOMPANY,0.27885565489049935
1710,ACCOMPANY,0.30865828381745525
1725,ACCOMPANY,0.3392802673484191
1740,ACCOMPANY,0.3705904774487397
1755,ACCOMPANY,0.4024548389919357
1770,ACCOMPANY,0.4347369038899742
1785,ACCOMPANY,0.4672984353849282
1800,ACCOMPANY,0.4999999999999999
1815,ACCOMPANY,0.5327015646150712
1830,ACCOMPANY,0.5652630961100257
1845,ACCOMPANY,0.5975451610080642
1860,ACCOMPANY,0.6294095225512606
1875,ACCOMPANY,0.6607197326515808
1890,ACCOMPANY,0.6913417161825446
1905,ACCOMPANY,0.7211443451095005
1920,ACCOMPANY,0.75
1935,ACCOMPANY,0.7777851165098009
1950,ACCOMPANY,0.80438071450436
1965,ACCOMPANY,0.8296729075500342
1980,ACCOMPANY,0.8535533905932737
1995,ACCOMPANY,0.8759199037394887
2010,ACCOMPANY,0.8966766701456175
2025,ACCOMPANY,0.9157348061512725
2040,ACCOMPANY,0.9330127018922192
2055,ACCOMPANY,0.9484363707663441
2070,ACCOMPANY,0.9619397662556435
2085,ACCOMPANY,0.9734650647475528
2100,ACCOMPANY,0.9829629131445343
2115,ACCOMPANY,0.9903926402016152
2130,ACCOMPANY,0.9957224306869052
2145,ACCOMPANY,0.9989294616193016
2160,ACCOMPANY,1
2175,ACCOMPANY,0.9989294616193019
2190,ACCOMPANY,0.9957224306869052
2205,ACCOMPANY,0.9903926402016152
2220,ACCOMPANY,0.9829629131445341
2235,ACCOMPANY,0.9734650647475529
2250,ACCOMPANY,0.9619397662556435
2265,ACCOMPANY,0.948436370766344
2280,ACCOMPANY,0.9330127018922195
2295,ACCOMPANY,0.9157348061512725
2310,ACCOMPANY,0.8966766701456179
2325,ACCOMPANY,0.8759199037394889
2340,ACCOMPANY,0.8535533905932738
2355,ACCOMPANY,0.8296729075500348
2370,ACCOMPANY,0.8043807145043602
2385,ACCOMPANY,0.7777851165098011
2400,ACCOMPANY,0.7500000000000002
2415,ACCOMPANY,0.7211443451095008
2430,ACCOMPANY,0.6913417161825448
2445,ACCOMPANY,0.6607197326515813
2460,ACCOMPANY,0.6294095225512604
2475,ACCOMPANY,0.5975451610080649
2490,ACCOMPANY,0.5652630961100259
2505,ACCOMPANY,0.5327015646150715
2520,ACCOMPANY,0.5000000000000006
2535,ACCOMPANY,0.46729843538492843
2550,ACCOMPANY,0.43473690388997444
2565,ACCOMPANY,0.40245483899193635
2580,ACCOMPANY,0.3705904774487399
2595,ACCOMPANY,0.3392802673484193
2610,ACCOMPANY,0.30865828381745586
2625,ACCOMPANY,0.2788556548904991
2640,ACCOMPANY,0.2500000000000004
2655,ACCOMPANY,0.22221488349019913
2670,ACCOMPANY,0.19561928549563973
2685,ACCOMPANY,0.1703270924499662
2700,ACCOMPANY,0.14644660940672605
2715,ACCOMPANY,0.12408009626051159
2730,ACCOMPANY,0.10332332985438258
2745,ACCOMPANY,0.08426519384872744
2760,ACCOMPANY,0.06698729810778059
2775,ACCOMPANY,0.051563629233656094
2790,ACCOMPANY,0.0380602337443568
2805,ACCOMPANY,0.026534935252446934
2820,ACCOMPANY,0.017037086855465844
2835,ACCOMPANY,0.00960735979838473
2850,ACCOMPANY,0.0042775693130948644
2865,ACCOMPANY,0.0010705383806982605
2880,ACCOMPANY,0
2895,ACCOMPANY,0.0010705383806982605
2910,ACCOMPANY,0.004277569313094698
2925,ACCOMPANY,0.00960735979838484
2940,ACCOMPANY,0.01703708685546579
2955,ACCOMPANY,0.0265349352524471
2970,ACCOMPANY,0.03806023374435663
2985,ACCOMPANY,0.05156362923365554
3000,ACCOMPANY,0.06698729810778087
3015,ACCOMPANY,0.08426519384872722
3030,ACCOMPANY,0.10332332985438236
3045,ACCOMPANY,0.12408009626051136
3060,ACCOMPANY,0.14644660940672577
3075,ACCOMPANY,0.17032709244996525
3090,ACCOMPANY,0.19561928549563945
3105,ACCOMPANY,0.2222148834901988
3120,ACCOMPANY,0.2500000000000001
3135,ACCOMPANY,0.27885565489049957
3150,ACCOMPANY,0.30865828381745475
3165,ACCOMPANY,0.339280267348419
3180,ACCOMPANY,0.37059047744873874
3195,ACCOMPANY,0.402454838991936
3210,ACCOMPANY,0.43473690388997366
3225,ACCOMPANY,0.46729843538492893
3240,ACCOMPANY,0.4999999999999998
3255,ACCOMPANY,0.5327015646150715
3270,ACCOMPANY,0.565263096110026
3285,ACCOMPANY,0.5975451610080635
3300,ACCOMPANY,0.62940952255126
3315,ACCOMPANY,0.6607197326515806
3330,ACCOMPANY,0.691341716182544
3345,ACCOMPANY,0.7211443451095
3360,ACCOMPANY,0.7499999999999996
3375,ACCOMPANY,0.7777851165098015
3390,ACCOMPANY,0.8043807145043602
3405,ACCOMPANY,0.8296729075500338
3420,ACCOMPANY,0.853553390593274
3435,ACCOMPANY,0.8759199037394884
3450,ACCOMPANY,0.8966766701456175
3465,ACCOMPANY,0.9157348061512726
3480,ACCOMPANY,0.9330127018922199
3495,ACCOMPANY,0.9484363707663439
3510,ACCOMPANY,0.9619397662556433
3525,ACCOMPANY,0.9734650647475525
3540,ACCOMPANY,0.9829629131445341
